smiles,rt
C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,5.59
C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,1.20
CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,2.33
C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,5.68
CCOC(=O)C(C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl,1.01
COC1=C(C=CC(=C1)C=CC(=O)O)O,1.42
CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,1.17
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C5N=CN=C6N)O)O)O)O)O,9.52
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=C(C=C3)F,1.16
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,1.08
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,1.05
C1C2=CC=CC=C2C3=CC=CC=C31,6.66
CN1CCN(CC1)C2=NC3=C(CC4=CC=CC=C42)C=CC(=C3)F,2.30
C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,2.74
CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,2.41
COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F,2.93
C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,7.92
COC1=CC=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O,1.18
CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,5.18
CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(O1)(CC(CC2(C)C)O)C)C=CC=C(C)C=C=C3C(CC(CC3(C)C)OC(=O)C)(C)O,1.07
CCOC(=O)C1=CC=C(C=C1)OC(=O)CCCCCN=C(N)N,3.45
CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,4.62
C(CC(=O)NC(CS)C(=O)O)C(C(=O)O)N,8.98
C(CC(=O)NC(CCC(=O)N)C(=O)O)C(C(=O)O)N,9.55
C1=CC(=CC=C1CC(C(=O)O)NC(=O)CCC(C(=O)O)N)O,8.52
CC(=CCCC(=CC(=O)O)C)C,1.30
CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,1.05
CC(C)C(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCC(=O)O)N,7.66
C(C1C(C(C(C(O1)O)N)O)O)OP(=O)(O)O,10.06
C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O,9.61
C(C1C(C(C(C(O1)O)O)O)O)OP(=O)(O)O,9.86
C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N,10.17
C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N,8.98
C(C(=O)NCC(=O)NCC(=O)O)N,9.18
CCC(C)C(C(=O)O)NC(=O)CN,7.67
CC(C(=O)[O-])NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C[NH3+],7.89
C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O,8.07
C(C(=O)[O-])[NH3+],8.33
COC1=C(C=C2C(=C1)C(=O)C(=CO2)C3=CC=C(C=C3)O)O,1.32
CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,7.83
