smiles,rt
COC1=C(C=C(C=C1)[C@@H]2CC(=NN2C(=O)C3=CC=CO3)C4=CC=CS4)OC,0.99
CC[C@@H](C(=O)OC)NC(=O)C1=CC=CC=C1NC(=O)C2=CC=C(C=C2)C,0.96
CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)Cl)C(=O)NC2=CC3=C(C=C2)N=C(S3)C,1
CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=NN3)C4=CC=CC=C4,1.08
CCOC1=CC=CC=C1C(=O)NC2=CC=CC(=C2)C3=C(N4C=CC=NC4=N3)C,1.16
CC1=CC2=NC(=C(C=C2C=C1)[C@H]3NC4=CC=CC=C4C(=O)N3)Cl,1.13
C1=CC(=CN=C1)C2=NC=CC(=N2)NC(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,0.99
CC1=NN(C=C1[C@H](C)NC2=NC(=CN=N2)C3=CC=C(C=C3)C(F)(F)F)C,1.06
CC1=NC2=C(N1C3CCN(CC3)C(=O)CC4=CC(=CC=C4)OC)C=C(C=C2)F,1.24
CC1CC1C(=O)NC2CCN(CC2)CC3(CCCCC3)C4=CC=CC=C4,2.43
CNC(=O)C1=CC(=CS1)S(=O)(=O)N2CCN(CC2)C3=CC=CC=N3,1.09
CC1=CC(=NO1)C(=O)NC2=CC=C(C=C2)C3=CC=CC=C3,0.95
CC(C)NCC(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F,3.81
CC1=CN=C(C=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)NC(C)(C)C)C,1
C[C@@H](C(=O)N1CCCC1)N2CCN(CC2)S(=O)(=O)C3=CC=C(C=C3)C(C)(C)C,1.05
CC1=CC=CC=C1C2=NN(C=C2C(=O)NC3=NN=C(O3)C)C4=CC=CC=C4,1.08
C[C@@H](C1=CC=CC=C1OC)NCC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,1.12
CC1CCCN(C1)C(=O)C(C)NC2=C(C=CC(=C2)Cl)N3CCOCC3,0.96
CC(C)[C@H](C1=CC=C(C=C1)Cl)C(=O)NC2=CC=C(C=C2)S(=O)(=O)N(C)C,0.94
CC1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)CNC3=CC=CC=C3N4CCCC4=O,0.99
CC(C)N1C2=C(C=N1)C(=CC(=N2)C3CC3)C(=O)NCC4=CC=CC=C4OC,0.96
CC1=CC2=CC=CC=C2N1CC(=O)N3C[C@H](OC4=CC=CC=C43)C(=O)N5CCCCC5,0.96
C1CC1NC(=O)C2=CC=C(S2)N3CCOC4=C3C=C(C=C4)Cl,1
CC(C)[C@@H](C(=O)NC1=CC=CC(=C1)C#N)NC(=O)CC2=CC=CC3=CC=CC=C32,1
CC1=CC=CC2=C1NC(=C2C3=CC=NC=C3)[C@H]4CCCN(C4)C(=O)C5=C(ON=C5C)C,1.24
COC1=CC=C(C=C1)C2=C3C(=CN=C2)C=CC(=N3)C(=O)NCCCN4C=CN=C4,3.16
CN(CC(=O)NC1=C(C=CC(=C1)Cl)OC)C(=O)C2=NN(N=C2)C3=CC=CC=C3,0.98
CC(C)(C)C1=CC(=CC(=C1)C(=O)NC2=CN=CC=C2)C(=O)NC3=CN=CC=C3,1.46
CO/C=C(/C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)\C(=O)OC,0.95
CC1=NC2=C(C(=C1)NCC(C)C)NN=C2C3=CC=CC=C3,2.69
CC1=CC(=NC(=N1)/N=C(\N)/NC2=CC=C(C=C2)Cl)NCCC3=CC=CC=C3,2.78
CN1CCC(CC1)NCC2=CC=CC(=C2)C3=CC=C(C=C3)S(=O)(=O)NCC4=CC=CC=C4,5.89
CCN(CC)CCCN1CCN(CC1)C(=O)C2=CC=CC(=C2)C3=NOC(=N3)C(F)(F)F,3.22
C1CN(CCN1)C2=CC=C(C=C2)NC(=O)C3=NC4=C(C=NN4C=C3)C5=CC(=CC=C5)Cl,4.81
C1CC1CN2CC3=CC=CC=C3OC4(C2)CCN(CC4)CC5=CNC6=C5C=CN=C6,6.58
CC1=C(N=C(N1)C2=CC(=CC=C2)NCC3=CC=CC=C3)C,2.74
C1=CC(=CC2=C1C=CN=C2N)C3=CN4C=CN=C4C=C3,6.22
C1=C(C=NC(=C1C2=NC3=NC=C(C=C3N2)Cl)N)C4=CNN=C4,2.53
C1CN(C[C@H]1NC(=O)C2=CC(=CC=C2)C(F)(F)F)C3=CC=NC4=CC=CC=C43,3.24
C1COCCN1C2=CN=C3C=CC(=CC3=N2)C4=CC(=CC=C4)S(=O)(=O)N,1.18
CC(C)(C)C1=NN(C(=C1)C(=O)N2CCN(CC2)C3=NC=CN=C3C#N)CC4=CC=CC=C4,0.95
C1CCN(C1)CCCNC2=NC=C(C=C2)C3=CC(=CC=C3)NC(=O)C4=CC=CC=C4,3.91
C1CNCCC1OC2=C(C=C3C=CN=CC3=C2)C4=CC=C(S4)CNC5=CN=CC=C5,6.28
COC1=C(C=C(C=C1)C2=CN=C3N2N=C(C=C3)N4CCCC4)OC,1.27
C1CNCCC1OC2=C(C=C3C=CN=CC3=C2)C4=CC=C(S4)C(=O)NC5=CC=CC=C5,5.52
C1=CC2=NC=CC(=C2N=C1C3=CC(=CN=C3)S(=O)(=O)N)C4=CNN=C4,2.51
CC1=CC=C(C=C1)S(=O)(=O)N2C=C(C3=CC(=CN=C32)Br)C4=CC(=NC=C4)N,1.53
CN(C)CCNC(=O)N1CCCN(CC1)C2=NC=NC3=C2SC(=C3)C4=CC=CC=C4,5.51
CC1=CC2=C(C=C1)NC(=C2C3=CC=NC=C3)[C@H]4CCCNC4,5.69
C1CC1NC(=O)C2=CN=C(C=C2)N3CCC(CC3)CC4=CC=CC=C4,1.03
C1CN(CCN1C2=CC=NC=C2)C3=C(C=C(C=N3)C(=O)NC4=CC(=CC=C4)Cl)Cl,3.94
CN(C1=CC=CC=C1)C(=O)C2=CC3=C(C=CC=C3N2)C4=CN=CN=C4,1.14
CC1=CC=CC(=C1)C(=O)NC2=CC(=NC=C2)N(C)C3CCN(CC3)CC(C)C,4.09
C1CN(CCN1)C2=NC=C(C=C2)NC(=O)C3=C(N=C(O3)C4=CC=CC=C4)C(F)(F)F,4.69
CS(=O)(=O)C1=CC=CC(=C1)C2=CN=C3C(=C2)C(=CN3)C4=CC=C(C=C4)CCC(=O)O,1.41
C1=CC(=CC2=C1C=CN=C2N)OC3=CC=NC=C3,4.98
CCN1C2=NC(=C(C(=C2C=N1)NC3CCOCC3)CNC(=O)C4=CC=NN4C)C,1.64
C1=CC(=CC(=C1)Cl)NC2=CN=CC(=C2)C3=CC=C(C=C3)CO,1.18
C1CC1CNC2=C(C=C(C=N2)C3=CN=CC=C3)C(=O)NCCC4=CC=CC=C4,1.06
CC(C)(C)CN1C(=O)C(N=C1N)(C2=CC=CC=C2)C3=CC=CC=C3,1.67
C1=CC2=NN=C(N2C=C1)C3=NC(=NC=C3)NC4=CC=C(C=C4)CCO,1.42
CC(C)(CN)C1=NC(=C(N1)C2=NC(=NC=C2)N)C3=CC(=C(C=C3)Cl)O,5.91
CNC(=O)[C@@H]1CC2=C(C3(N1)CCN(CC3)CCC4=CC=CC=C4)NC5=C2C=CC(=C5)Cl,2.67
C1=CC(=CC(=C1)C(F)(F)F)C2=NC3=C(N2)C=CN=C3NCC4=CC=NC=C4,3.06
C1C2=C(C=C(C=C2)Br)N(C(=O)CO1)CC3=CC=C(C=C3)C(F)(F)F,0.94
C1COCCN1C2=NNC(=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,1.08
CC1=C(C2=C(C=C1)N=C(C=C2OC)C(F)(F)F)N,0.94
C1=CC(=CC=C1C#N)C2=CC=C(C=C2)OCC(=O)N,1.1
CC1=CC(=NC2=CC3=C(C=C12)N(CC3)C(=O)C)C,1.85
CC1=CC(=NC(=N1)N2C(=CC(=N2)C)NC3=CC=CC=C3)C,1.02
CC1=NN(C(=C1C(=O)NC2CCCCCC2)Cl)CC3=CC=CC=C3,0.96
C1=CC(=NN2C1=NN=C2C(F)(F)F)Cl,0.97
C1CN2[C@H](CN1CC3=CC=CC=C3)CN(C2=O)CC4=CC5=CC=CC=C5S4,1.13
C1=CC=C2C(=C1)C=C(C=N2)NC(=O)C3=CC(=CC=C3)N4C=NN=N4,1.17
COC1=CN=CC(=C1)C2=CN=CC(=N2)N3CCN(CC3)C4=CC=NC=C4,5.33
C1CCN(CC1)C(=O)[C@H](CC2=CNC3=CC=CC=C32)NS(=O)(=O)C4=CC=C(C=C4)Cl,1.04
CCCNC(=O)N1CCC2(CC1)CC(=O)C3=C(O2)C=CC(=C3)C,1.04
C1=CC(=CC=C1C#N)C2=CN=C(C(=N2)C3=CC=C(C=C3)C(=O)N)N,1.34
CCOC(=O)NC(=O)C1=C(SC=C1)NC(=O)C2=NC3=CC=CC=C3S2,0.99
CC1=C(C2=NC3=C(CCCC3)C(=O)N2N1)C4=CC=C(C=C4)F,1.18
CCC1=CC=C(C=C1)[C@H](C(C)C)NCC2=NC(=NC(=N2)N(C)C)N,2.91
C1=CC(=CC(=C1)C(F)(F)F)C(=O)NC2=NN=C(O2)C3=CC=C(C=C3)Cl,1
C1C(C1C(=O)NC2=NC(=CS2)C3=CC=CC=N3)C4=CC=CC=C4F,1.09
CNC(=O)CNC1=C2C(=CSC2=NC(=N1)C3=CC=CC=N3)C4=CC=CC=C4,1.49
CCCN1C2=CC=CC=C2N=C1NC(=O)C3=NC4=CC=CC=C4C=C3,1.12
CCNC(=O)[C@H](C)NC1=C2C(=C(SC2=NC(=N1)C3=CN=CC=C3)C)C,1.18
CC1=CC=C(O1)C2=NC(=CS2)CN(CC3=CC=CC=N3)C(C)C,1.96
COC1=CC=CN2C1=NC(=C2C(=O)N3CCCCC3)C(F)(F)F,0.97
CC1=C(C(=O)N(C(=C1)OCC(=O)NC2=CC=C(C=C2)C(C)C)C)C#N,1.02
CCOC(=O)C1=NOC(=C1C2=CC=CC=C2)N,0.98
CC[C@H](C)NC(=O)C1=CC=C(C=C1)NC(=O)C2(CCCC2)C3=CC=CC=C3,0.97
CCOC(=O)C1=C(SC(=C1C)C(=O)N)NC(=O)C2=C(C(=C(C(=C2F)F)F)F)F,1.01
CC1=C(C=CC(=C1)Cl)NC(=O)CCC2=CC=C(C=C2)S(=O)(=O)NCC(C)C,0.97
CNC(=O)[C@@H]1CC2=CC=CC=C2N1C(=O)CC3=CC=C(C=C3)F,1.01
COC1=CC=C(C=C1)C2(CCCC2)C(=O)NC3=CC=C(C=C3)Br,0.94
CC1=C(C=CC(=C1)Cl)NC(=O)[C@H](C)OC2=CC=C(C=C2)OC,0.94
CCC(=O)NC1=CC=CC=C1C(=O)NC2=CC=CC=N2,1.05
COC1=CC=CC(=C1)NC(=O)C2=C(SC3=C2CCC3)NC(=O)C4=CN=CC=C4,1.01
COC1=CC=CC(=C1)N2C(=NN=N2)S(=O)(=O)C,0.96
COC1=CC=CC(=C1)C2=CC3=C(N2)C=CN=C3NC4=CN=CC=C4,3.26
CN1CCN(CC1)C2=NC=CC3=C2C=C(N3)C4=CC(=CC=C4)F,5.54
CCC1=C(N2C=C(C=CC2=N1)C(=O)NCC3=CC4=C(C=C3)OCO4)N(C)CC5=CC=CS5,1.41
CCOC1=CC=CC=C1N[C@@H](C)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)N3CCOCC3,0.92
COC(=O)C1=C(SC2=C1CCCCC2)NC(=O)C3=C(C(=C(C(=C3F)F)F)F)F,0.91
CC(C)(C)C1=CN=C(S1)NC(=O)C2=CC=CC=C2O,1.02
CS(=O)(=O)CC1=NC2=CC=CC=C2OC1=O,1
C1CCN(CC1)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=N4,1.49
CC[C@@H](C(=O)NC1=NN=C(S1)C)SC2=NC3=CC=CC=C3O2,1.09
C1CCN(C1)CCNC(=O)C2=CC(=NC3=C2C=C(C=C3)Cl)NCCN4CCOCC4,6.28
C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C,2.19
CC1=C(C(=NC(=N1)C2=CC=CC=N2)N(C)CCC3=CC=CC=C3)Cl,1.05
CC1=C(C(=NC(=N1)C2=CC=CC=N2)NCCC3=CC=C(C=C3)S(=O)(=O)C)Cl,1.17
CC1=C(C(=NC(=N1)C2=CC=CC=N2)N3CC[C@@H](C3)CC4=CC=CC=C4)Cl,1.13
C1=CC=C(C=C1)CCNC2=NC(=NC(=C2)C(F)(F)F)C3=CC=CC=N3,0.98
C1=CC=C(C=C1)C2=NC(=CC(=N2)NCCCN3C=CN=C3)C4=CC(=CN=C4)Br,2.37
C1CN(CCN1)CC2=CC=C(C=C2)[C@@H](C3=CC(=CC=C3)Cl)N4C=CN=C4,5.67
C1CCN(C1)CCNC(=O)C2=CC(=NC3=C2C=C(C=C3)Cl)NCCCCN4CCC(CC4)(F)F,5.91
C1=CC(=NC=C1C2=CC(=C(N=C2)N)C3=CN=C(C=C3)C(F)(F)F)C(F)(F)F,0.97
CC1=C(C(=O)C2=C(C=C(C=C2N1)F)F)C3=CC=C(C=C3)OC4=CC=C(C=C4)OC(F)(F)F,0.98
COC1=CC(=C(C=C1)OC)NCC2=C(C3=C(C=C2)N=C(N=C3N)N)Cl,3.77
CC(C)(C)C1=CC=C(C=C1)N[C@@H]2CCCC[C@H]2NC(=O)C3=CC=CO3,0.96
CC(C)N1C2=C(C(=N1)C3=CC(=C(C=C3)OC)OC)C(=NC=N2)N,1.15
C1=CC=C2C(=C1)C(=CC=N2)OCC3=CN(N=N3)C4=CC=C(C=C4)Cl,1.27
CC1=NC(=CC=C1)CCN(C2=CC=C(C=C2)OC)C(=O)C,1.21
CC1=NC(=CC=C1)CCN(C2=CC=C(C=C2)OC)C(=O)C3CCCCC3,1.1
C1CN(CCN1CCCCN(CC#N)C(=O)OCC2=CC=CC=C2)C3=CC=C(C=C3)F,1.9
C1=CC=C(C=C1)C2=CC(=NO2)C(=O)NC3=C(C=CC=C3O)C4=NC5=C(C=CC=C5O4)C(=O)O,1.27
C1CC[C@@H]([C@H](C1)N2C=CN=C2)OCC3=C(C=CC(=C3)Cl)Cl,1.82
CS(=O)(=O)N1CCC(CC1)CN2C3=C(C(=N2)CC4=CC=CC5=CC=CC=C54)C(=NC=N3)N,1.21
CN1C(=O)C2=CC=CC=C2C(=N1)CC(=O)NC3=CC(=C(C=C3)Cl)OC,1.07
CC(C)(C)OC(=O)N1CCN(CC1)C2=NNC(=C2)C3=CC=C(C=C3)OC4=CC=CC=C4,1
CCCCC1=CC=C(C=C1)NC(=O)NC2=CC(=C(C=C2)O[C@H]3CCCC[C@@H]3N(C)C4=CC=CC=C4)F,0.93
CC(=O)N(CCN(C1=CC=CC=C1)C(=O)C2=CC=C(C=C2)F)C3=CC=CC=C3,0.98
C1CC2=CC=CC=C2[C@@H]([C@H]1OCC3=CC(=CC=C3)Cl)N4C=CN=N4,0.95
C1COCCN1CC2=CC(=NN2)C3=CC=C(C=C3)OC4=CC=CC=C4,1.97
C1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C3=NC4=C(C=CC=C4O3)C(=O)O,1.13
C1CNCCC1CN2C3=C(C(=N2)CC4=CC=CC5=CC=CC=C54)C(=NC=N3)N,5.64
COC1=CC=CC(=C1NC(=O)C2=NOC(=C2)C3=CC=CC=C3)C4=NC5=C(C=CC=C5O4)C(=O)OC,0.96
CC(C)[C@@H](C(=O)O)OC1=CC=CC2=CC=CC=C21,1.17
C1=CC=C(C=C1)NCCN(C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)F,0.94
CN1CCN(CC1)C2=NC=CC3=C2N=C(N3)C4=CC(=C(C=C4)F)F,4.92
C[C@H](C(=O)N)N1CCCC[C@H]1C2=CC=C(C=C2)OCC3=CC(=CC=C3)F,2.06
C[C@H](C(=O)N)N1CCCC[C@@H]1C2=CC=C(C=C2)OCC3=CC(=CC=C3)F,1.23
CC1=CN=C(N1)CCNC(=O)C2=CC(=CS2)C3=CC=C(C=C3)Cl,4.14
C1=C(C(=NC=C1Br)N)C2=NC3=NC=C(C=C3N2)Cl,1.2
C1OC2=C(O1)C=C(C=C2)C3=C(N4C=CC=NC4=N3)Br,1.06
COC1=CC(=CC=C1)OCC(=O)C2=CC=C(C=C2)Br,0.94
CN1C2=C(C=N1)C(=NC(=N2)NCCC3=CNC4=CC=CC=C43)N5CCOCC5,1.12
CC[C@@H](C(=O)NC1=NC=CS1)SC2=NC3=CC=CC=C3O2,1.01
C1=CC=C(C=C1)CCNC2=C(N=C(O2)C3=CC=CC=C3F)C#N,0.95
CC1=CC(=CC=C1)CN2C=CC(=N2)NC(=O)C3=CC4=C(C=C3)OCO4,1
COC1=CC=CC(=C1)N2C(=NN=N2)S(=O)(=O)CC3=CC=CC=C3,0.93
C1CCC2=C(C1)C(=NN2)C(=O)N3CCN(CC3)CC4=CC5=C(C=C4)OCO5,2.31
C1CN2C3=C(C=CC=C31)C(=C(C2=O)C(=O)NC4=CN=CC=C4)O,1.09
CCS(=O)(=O)N(CC1=CC=CO1)CC2=CC3=C(C=C(C=C3)C)NC2=O,1.11
C1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4,2.46
CC(C)N1C2=C(C=N1)C(=CC(=N2)C3=CC=CC=C3)C(=O)NC[C@@H](C4=CC=CS4)N5CCOCC5,1
C1=CC=NC(=C1)C2=CSC(=N2)NC(=O)COC3=CC(=CC=C3)F,1.05
C[C@@H](C(=O)NC1=NC(=CS1)C2=CC=CC=N2)OC3=CC=CC=C3,1.03
CC1=C(C=C(C=C1)NC(=O)C[C@H]2COC3=CC=CC=C3O2)Cl,0.97
CC1=CC2=CC(=C(N=C2C=C1)Cl)CNCC3=CC=CS3,1.24
CC(C)C1=NC=C(C(=N1)C2CCC(CC2)CNC(=O)C3=CN=CC=C3)C4=CC=NC=C4,1.4
C1CCC(CC1)NC(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,2.06
CCCN1C2=CC=CC=C2N=C1CNC3=CC=CC=C3O,1.46
CCC1=NC2=CC=CC=C2N1C[C@@H](COC3=C(C=CC(=C3)C)Cl)O,1.38
CCOC(=O)C1=NOC(=C1)C2=CSC(=N2)NC3=C(C=C(C=C3C)C)C,0.95
C1=CC(=C(C=C1Cl)Cl)C(=O)C[C@@H](C(Cl)(Cl)Cl)N,0.94
CCOC1=CC=C(C=C1)OCC(=O)NC2=CC(=CC(=C2)C)C,0.94
COC1=C(C(=CC=C1)OC)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=CC=CC=C4S3,0.97
COC1=CC=CC=C1OCCCCN2C3=CC=CC=C3N=C2C4CC4,1.2
CC1=CC(=CC(=C1)COC2=C(C3=C(C=C2)C(=C(C(=O)O3)CCC(=O)O)C)C)C,1.11
C1CN(CCC1CC2=CC=CC=C2)C(=O)C3CCN(CC3)C4=NN=C(S4)N5C=CC=C5,0.99
COC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)NC(=O)C4=CC5=CC=CC=C5OC4=O,1.52
C1=CC(=C(C=C1Br)C(=O)NC2=NNC(=S)S2)Cl,1.3
C1=C(SC(=C1)Cl)C2=NN=C(O2)NC(=O)C3=CC=C(S3)Cl,1.08
CC1=CC2=C(C=C1)OC(=N2)C3=C(C=CC(=C3)NC(=O)CC4=CC=CC=C4)Cl,0.97
C1=CC=C(C=C1)N2C=NC=C2C(=O)NC3=NC(=CS3)C4=CC=CC=N4,1.39
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C4=CC5=CC=CC=C5O4,1.28
C1=CC(=C(N=C1)NC2=CC=C(C=C2)Cl)N,1.07
COC1=CC=C(C=C1)C2=C(C=CC(=C2)NC(=O)C3=C(C=C(C=C3)F)Cl)OC,0.95
CC1=NC(=CC=C1)NC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C3=CC=C(C=C3)F)Cl,0.95
C[C@@H](COC)NC(=O)CSC1=NC=NC2=C1C=C(S2)C3=CC=CC=C3,1.02
C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)NCCC3=CNC4=CC=CC=C43,1.01
COC1=CC=C(C=C1)NC2=CC=CC=C2NC(=O)C3=CNC(=O)C=C3,1.61
CC1=NN=C(C2=CC=CC=C12)NCC3=CC(=CC=C3)Cl,1.96
CC1=NN(C(=O)[C@H]1CC2=CC=CC3=CC=CC=C32)C4=NC5=CC=CC=C5S4,1.03
COC1=C(C=C(C=C1)C2=NC(=NO2)C3=CC(=CC=C3)NC(=O)CC4=CC=C(C=C4)F)OC,0.97
C1CSC(=N1)NC(=O)C2=C(C3=C(S2)C=C(C=C3)F)Cl,1.01
C1CCC2=C(C1)C(=C3C4=C(CCCC4)SC3=N2)N,2.61
C1CCC(CC1)CCC(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CO4,0.97
CCCN1N=C(N=N1)NC(=O)COC2=CC=C(C=C2)C3CCCCC3,0.96
CC(C)(C)N1C2=C(C(=N1)CC3=CC=CC4=CC=CC=C43)C(=NC=N2)N,1.03
CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,5.86
CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC=C(C=C4)N5CCN(CC5)C)C,4.71
C[C@H]1COC2(O1)CCN(CC2)C3=NC(=O)C4=CC(=CC(=C4S3)[N+](=O)[O-])C(F)(F)F,0.96
CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C,1.72
CC1(CC(C1)C2=NC(=C3N2C=CN=C3N)C4=CC5=C(C=C4)C=CC(=N5)C6=CC=CC=C6)O,1.91
C1[C@H](C1C(=O)C2=CC=C(C=C2)NCCO)C3=CC=C(C=C3)Cl,1.05
CCN1C=NC2=C1N=C(N=C2NC3=CC(=CC(=C3)F)F)C#N,0.98
C1=CC=C(C=C1)OCCOC2=C(C=C(C=C2)C3=CSC=C3)C(=O)N,1.01
CCCCS(=O)(=O)NC1=CC2=C(C=C1)C=NN2C,1.02
CC1=CC(=C2C=C(NC2=C1)C(=O)NC3CCCCCCC3)C,0.98
COC1=CC=C(C=C1)CN2C=NC3=C(N=C(N=C32)Cl)C4=CC=CO4,0.97
C1CN(CCC1C(=O)N2CCC3=CC=CC=C3C2)C4=NC=NC(=C4)N5C=CC=C5,1.01
CC1=NC2=C(C=C(C=C2)OC)C(=C1)OCC(=O)NC3=CC=CC=C3OC,1.42
CC1=NC2=C(C=C(C=C2)OC)C(=C1)OCC(=O)NCC3=CC=CC=C3,1.62
CC(C)(C(=O)NC1=CC=C(C=C1)F)N2C=C(C=N2)C3=CC=CC=C3F,0.94
C1=CC=C(C=C1)OCCOC2=C(C=C(C=C2)Br)C(=O)N,1.01
CN1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)C3=CC4=NC=CC(=C4C=C3)NC5=CC6=NNN=C6C=C5,6.23
C1=CC(=CC=C1OC2=CN=CC(=C2)C3=CC4=C(C=C3)N=C(N4)N)F,4.74
